Doc Ref,Particulars,Qty,UOM,Rate,HSN/SAC,Tax %
INV-8579,B/P PEN BLU,179,nos,5.44,9608,0.18
INV-8586,HVAC preventive maint,104,visit,14735.08,9987,0.18
INV-8593,PEN BALL BLUE 0.7,28,nos,5.26,9608,0.18
INV-8600,Housekeeping consumable set,156,nos,1901.02,3402,0.18
INV-8607,24 port gigabit switch,9,nos,27268.19,8517,0.18
INV-8614,GLOVES COTTON,47,pair,41.8,6116,0.18
INV-8621,ANGLE-MS-50,58,kg,56.49,7216,0.18
INV-8628,Facility upkeep monthly,24,month,86050.89,9985,0.18
INV-8635,CABLE CU 4SQMM FRLS,150,m,74.62,8544,0.18
INV-8642,24 inch LED display 1080p IPS,189,nos,9448.38,8528,0.18
INV-8649,PPE-GLV-CTN,114,pair,42.35,6116,0.18
INV-8656,PPE-HELMET,80,nos,311.02,6506,0.18
INV-8663,UPS-1K-LI,136,nos,6975.84,8504,0.18
INV-8670,Generator servicing call,23,visit,8362.6,9987,0.18
INV-8677,Enamel paint 20 litre,159,nos,4332.56,3208,0.18
INV-8684,Truck full load Madurai Chennai,81,trip,21902.82,9965,0.18
INV-8691,24 inch LED display 1080p IPS,142,nos,9313.97,8528,0.18
INV-8698,DG SET SERVICE VISIT,78,visit,8529.91,9987,0.18
INV-8705,CABLE CU 4SQMM FRLS,167,m,73.08,8544,0.18
INV-8712,CABLE CU 4SQMM FRLS,138,m,75.24,8544,0.18
INV-8719,TRANSPORT MDU>CHN,16,trip,21355.13,9965,0.18
INV-8726,ADVISORY RETAINER,72,month,141478.63,9982,0.18
INV-8733,PPE-HELMET,39,nos,303.32,6506,0.18
INV-8740,Industrial safety helmet,86,nos,311.97,6506,0.18
INV-8747,STRETCH FILM 23MIC,116,roll,1215.44,3920,0.18
INV-8754,Uninterruptible power supply 1kva,151,nos,7104.23,8504,0.18
INV-8761,PPE-GLV-CTN,177,pair,42.69,6116,0.18
INV-8768,Housekeeping consumable set,35,nos,1926.77,3402,0.18
INV-8775,"Paper, A4, white, 75gsm",96,ream,189.23,4802,0.18
INV-8782,Generator servicing call,82,visit,8852.91,9987,0.18
INV-8789,Panel light LED 36 watt,111,nos,1117.41,9405,0.18
INV-8796,LIGHT-LED-36W,63,nos,1074.39,9405,0.18
INV-8803,LAPTOP i5 16GB 512 SSD,146,nos,62162.28,8471,0.18
INV-8810,CU-CBL-4SQMM,10,m,71.4,8544,0.18
INV-8817,Uninterruptible power supply 1kva,53,nos,6704.51,8504,0.18
INV-8824,Panel light LED 36 watt,139,nos,1121.34,9405,0.18
INV-8831,24-PORT L2 SWITCH,85,nos,28156.88,8517,0.18
INV-8838,ADVISORY RETAINER,125,month,144356.89,9982,0.18
INV-8845,Industrial safety helmet,19,nos,305.1,6506,0.18
INV-8852,24-PORT L2 SWITCH,134,nos,27220.91,8517,0.18
INV-8859,Housekeeping services plant,80,month,81975.11,9985,0.18
INV-8866,CU-CBL-4SQMM,129,m,73.6,8544,0.18
INV-8873,PEN BALL BLUE 0.7,114,nos,5.49,9608,0.18
INV-8880,Blue ball pen,160,nos,5.37,9608,0.18
INV-8887,COURIER <5KG,74,nos,185.75,9968,0.18
INV-8894,CABLE CU 4SQMM FRLS,198,m,71.85,8544,0.18
INV-8901,HELMET SAFETY ISI,95,nos,318.08,6506,0.18
INV-8908,5 ply carton box,44,nos,40.55,4819,0.18
INV-8915,PPE-HELMET,126,nos,311.12,6506,0.18
INV-8922,HELMET SAFETY ISI,36,nos,317.71,6506,0.18
INV-8929,A4 PAPER 75GSM RM,15,ream,194.89,4802,0.18
INV-8936,CABLE CU 4SQMM FRLS,10,m,73.52,8544,0.18
INV-8943,CU-CBL-4SQMM,123,m,72.77,8544,0.18
INV-8950,Copper wire 4 sq.mm FRLS,133,m,73.0,8544,0.18
INV-8957,Uninterruptible power supply 1kva,160,nos,6861.3,8504,0.18
INV-8964,FTL MDU-MAA,193,trip,21639.08,9965,0.18
INV-8971,24-PORT L2 SWITCH,92,nos,27638.72,8517,0.18
INV-8978,Cartridge toner 12A compatible,67,nos,4296.67,8443,0.18
INV-8985,HK-KIT,54,nos,1964.47,3402,0.18
INV-8992,CORRUGATED BOX 5PLY,36,nos,40.1,4819,0.18
INV-8999,CORRUGATED BOX 5PLY,144,nos,39.47,4819,0.18
INV-9006,Copier paper A-4 (75 gsm) 500sh,36,ream,197.04,4802,0.18
INV-9013,24 inch LED display 1080p IPS,114,nos,9377.5,8528,0.18
INV-9020,Hand gloves cotton pair,86,pair,42.15,6116,0.18
INV-9027,Enamel paint 20 litre,32,nos,4350.76,3208,0.18
INV-9034,SITE MAINTENANCE MONTHLY,103,month,82436.35,9985,0.18
INV-9041,Copier paper A-4 (75 gsm) 500sh,159,ream,187.02,4802,0.18
INV-9048,Notebook computer intel i5,125,nos,62453.17,8471,0.18
INV-9055,Panel light LED 36 watt,142,nos,1099.69,9405,0.18
INV-9062,Housekeeping services plant,48,month,84553.04,9985,0.18
INV-9069,Uninterruptible power supply 1kva,84,nos,6958.38,8504,0.18
INV-9076,Pallet wrap 23 micron,162,roll,1232.13,3920,0.18
INV-9083,Truck full load Madurai Chennai,113,trip,22023.18,9965,0.18
INV-9090,Hot rolled coil 2.5,80,kg,56.18,7208,0.18
INV-9097,Hand gloves cotton pair,172,pair,41.5,6116,0.18
INV-9104,Aircon servicing,37,visit,14613.23,9987,0.18
INV-9111,B/P PEN BLU,135,nos,5.43,9608,0.18
INV-9118,Uninterruptible power supply 1kva,99,nos,6903.93,8504,0.18
INV-9125,AC PM VISIT,51,visit,14627.26,9987,0.18
INV-9132,COURIER <5KG,58,nos,186.9,9968,0.18
INV-9139,COURIER <5KG,6,nos,190.52,9968,0.18
INV-9146,MS ANGLE 50X50X6,168,kg,58.42,7216,0.18
INV-9153,Blue ball pen,90,nos,5.28,9608,0.18
INV-9160,HELMET SAFETY ISI,123,nos,318.62,6506,0.18
INV-9167,Industrial safety helmet,28,nos,313.48,6506,0.18
INV-9174,24 port gigabit switch,163,nos,27351.56,8517,0.18
INV-9181,PPE-GLV-CTN,35,pair,41.74,6116,0.18
INV-9188,Housekeeping consumable set,97,nos,1898.05,3402,0.18
INV-9195,COURIER <5KG,134,nos,184.68,9968,0.18
INV-9202,UPS-1K-LI,8,nos,6891.48,8504,0.18
INV-9209,UPS-1K-LI,163,nos,6824.58,8504,0.18
INV-9216,TRANSPORT MDU>CHN,50,trip,20990.84,9965,0.18
INV-9223,Screen 24in IPS FHD,167,nos,9315.98,8528,0.18
INV-9230,Hand gloves cotton pair,152,pair,43.04,6116,0.18
INV-9237,Uninterruptible power supply 1kva,7,nos,7042.5,8504,0.18
INV-9244,Courier docket upto 5 kg,138,nos,185.13,9968,0.18
INV-9251,A4 PAPER 75GSM RM,112,ream,189.36,4802,0.18
INV-9258,Screen 24in IPS FHD,114,nos,9345.43,8528,0.18
INV-9265,CABLE CU 4SQMM FRLS,41,m,73.64,8544,0.18
INV-9272,CU-CBL-4SQMM,130,m,74.46,8544,0.18
INV-9279,HELMET SAFETY ISI,131,nos,313.26,6506,0.18
INV-9286,DG SET SERVICE VISIT,46,visit,8814.71,9987,0.18
INV-9293,Laptop corporate i5/16/512,10,nos,61270.42,8471,0.18
INV-9300,Facility upkeep monthly,169,month,81577.38,9985,0.18
INV-9307,Mild steel angle 50mm,198,kg,56.62,7216,0.18
INV-9314,CU-CBL-4SQMM,44,m,72.93,8544,0.18
INV-9321,Facility upkeep monthly,73,month,81674.83,9985,0.18
INV-9328,HK CONSUMABLES KIT,147,nos,1909.68,3402,0.18
INV-9335,FTL MDU-MAA,63,trip,21207.62,9965,0.18
INV-9342,Generator servicing call,29,visit,8376.65,9987,0.18
INV-9349,TNR-12A,170,nos,4156.63,8443,0.18
INV-9356,Copper wire 4 sq.mm FRLS,131,m,73.03,8544,0.18
INV-9363,GLOVES COTTON,67,pair,41.42,6116,0.18
INV-9370,LAPTOP i5 16GB 512 SSD,128,nos,62846.46,8471,0.18
INV-9377,COURIER <5KG,21,nos,183.25,9968,0.18
INV-9384,COURIER <5KG,188,nos,182.97,9968,0.18
INV-9391,Copper wire 4 sq.mm FRLS,108,m,74.61,8544,0.18
INV-9398,5 ply carton box,159,nos,38.99,4819,0.18
INV-9405,Housekeeping services plant,69,month,83104.64,9985,0.18
INV-9412,PPE-HELMET,83,nos,307.5,6506,0.18
INV-9419,Professional retainer compliance,60,month,201026.23,9982,0.18
INV-9426,PPE-HELMET,60,nos,512.97,6506,0.18
INV-9433,A4 PAPER 75GSM RM,40,ream,192.0,4802,0.18
INV-9440,A4 PAPER 75GSM RM,40,ream,203.52,4802,0.18
INV-9447,A4 PAPER 75GSM RM,40,ream,215.73,4802,0.18
INV-9454,A4 PAPER 75GSM RM,40,ream,228.68,4802,0.18
INV-9461,A4 PAPER 75GSM RM,40,ream,242.4,4802,0.18
INV-9468,A4 PAPER 75GSM RM,40,ream,256.94,4802,0.18
INV-9475,MONITOR 24 FHD IPS,40,nos,9180.0,8528,0.18
INV-9482,MONITOR 24 FHD IPS,40,nos,9730.8,8528,0.18
INV-9489,MONITOR 24 FHD IPS,40,nos,10314.65,8528,0.18
INV-9496,MONITOR 24 FHD IPS,40,nos,10933.53,8528,0.18
INV-9503,MONITOR 24 FHD IPS,40,nos,11589.54,8528,0.18
INV-9510,MONITOR 24 FHD IPS,40,nos,12284.91,8528,0.18
INV-9517,CRR-5KG,36,nos,183.93,9968,0.18
INV-9524,5 ply carton box,160,nos,39.29,4819,0.18
INV-9531,ANGLE-MS-50,105,kg,59.09,7216,0.18
INV-9538,HRC-2.5,69,kg,56.01,7208,0.18
INV-9545,Notebook computer intel i5,156,nos,63933.87,8471,0.18
INV-9552,Housekeeping services plant,58,month,84473.74,9985,0.18
INV-9559,ANGLE-MS-50,59,kg,57.91,7216,0.18
INV-9566,ADVISORY RETAINER,183,month,148294.19,9982,0.18
INV-9573,UPS 1KVA,25,nos,6905.15,8504,0.18
INV-9580,Facility upkeep monthly,70,month,84561.96,9985,0.18
INV-9587,Truck full load Madurai Chennai,177,trip,21348.56,9965,0.18
INV-9594,PEN BALL BLUE 0.7,171,nos,5.31,9608,0.18
INV-9601,Housekeeping consumable set,97,nos,2001.14,3402,0.18
INV-9608,Courier docket upto 5 kg,183,nos,180.61,9968,0.18
INV-9615,HRC-2.5,45,kg,53.74,7208,0.18
INV-9622,CABLE CU 4SQMM FRLS,152,m,74.75,8544,0.18
INV-9629,Uninterruptible power supply 1kva,12,nos,7021.65,8504,0.18
INV-9636,UPS 1KVA,40,nos,6816.64,8504,0.18
INV-9643,TNR-12A,145,nos,4288.64,8443,0.18
INV-9650,Courier docket upto 5 kg,21,nos,189.54,9968,0.18
INV-9657,Housekeeping consumable set,145,nos,1908.72,3402,0.18
INV-9664,TONER 12A,87,nos,4195.03,8443,0.18
INV-9671,Blue ball pen,61,nos,5.51,9608,0.18
INV-9678,MONITOR 24 FHD IPS,83,nos,9222.78,8528,0.18
INV-9685,HVAC preventive maint,166,visit,14904.53,9987,0.18
INV-9692,PPE-HELMET,13,nos,317.19,6506,0.18
INV-9699,CORRUGATED BOX 5PLY,153,nos,39.19,4819,0.18
INV-9706,MONITOR 24 FHD IPS,189,nos,9305.46,8528,0.18
INV-9713,Courier docket upto 5 kg,40,nos,186.28,9968,0.18
INV-9720,TONER 12A,177,nos,4188.57,8443,0.18
INV-9727,Screen 24in IPS FHD,85,nos,9288.29,8528,0.18
INV-9734,A4 PAPER 75GSM RM,191,ream,192.83,4802,0.18
INV-9741,DG-PM-VISIT,93,visit,8431.78,9987,0.18
INV-9748,Copper wire 4 sq.mm FRLS,65,m,72.9,8544,0.18
INV-9755,Housekeeping services plant,155,month,81569.17,9985,0.18
INV-9762,Cartridge toner 12A compatible,121,nos,4296.09,8443,0.18
INV-9769,CU-CBL-4SQMM,178,m,71.99,8544,0.18
INV-9776,SWITCH 24P GIG MANAGED,153,nos,27259.44,8517,0.18
INV-9783,LIGHT-LED-36W,54,nos,1069.66,9405,0.18
INV-9790,UPS-1K-LI,180,nos,6924.76,8504,0.18
INV-9797,Facility upkeep monthly,102,month,82099.22,9985,0.18
INV-9804,5 ply carton box,88,nos,39.39,4819,0.18
INV-9811,Pallet wrap 23 micron,93,roll,1273.83,3920,0.18
INV-9818,ANGLE-MS-50,94,kg,59.41,7216,0.18
INV-9825,DG-PM-VISIT,168,visit,8479.8,9987,0.18
INV-9832,Panel light LED 36 watt,126,nos,1080.67,9405,0.18
INV-9839,CRR-5KG,194,nos,181.8,9968,0.18
INV-9846,AC PM VISIT,53,visit,14161.47,9987,0.18
INV-9853,COMPLIANCE RETAINER MONTHLY,63,month,143006.63,9982,0.18
INV-9860,SITE MAINTENANCE MONTHLY,178,month,83644.02,9985,0.18
INV-9867,MS ANGLE 50X50X6,162,kg,58.6,7216,0.18
INV-9874,Professional retainer compliance,115,month,140794.89,9982,0.18
INV-9881,Hand gloves cotton pair,149,pair,41.05,6116,0.18
INV-9888,AC PM VISIT,71,visit,14834.81,9987,0.18
INV-9895,24 port gigabit switch,161,nos,26923.72,8517,0.18
INV-9902,TRANSPORT MDU>CHN,11,trip,21653.43,9965,0.18
INV-9909,24 port gigabit switch,125,nos,27690.73,8517,0.18
INV-9916,LED PANEL 36W 2X2,82,nos,1058.89,9405,0.18
INV-9923,ADVISORY RETAINER,24,month,148141.51,9982,0.18
INV-9930,HR COIL 2.5MM,137,kg,55.96,7208,0.18
INV-9937,CABLE CU 4SQMM FRLS,131,m,71.29,8544,0.18
INV-9944,SITE MAINTENANCE MONTHLY,148,month,84042.47,9985,0.18
INV-9951,HELMET SAFETY ISI,59,nos,310.3,6506,0.18
INV-9958,Laptop corporate i5/16/512,110,nos,62040.32,8471,0.18
INV-9965,24 inch LED display 1080p IPS,71,nos,9360.64,8528,0.18
INV-9972,Professional retainer compliance,110,month,142669.35,9982,0.18
INV-9979,Uninterruptible power supply 1kva,66,nos,6950.62,8504,0.18
INV-9986,MS ANGLE 50X50X6,47,kg,58.13,7216,0.18
INV-9993,Copper wire 4 sq.mm FRLS,191,m,74.64,8544,0.18
INV-10000,Housekeeping consumable set,109,nos,1962.52,3402,0.18
INV-10007,Copper wire 4 sq.mm FRLS,13,m,72.66,8544,0.18
INV-10014,LIGHT-LED-36W,58,nos,1121.68,9405,0.18
INV-10021,CRR-5KG,39,nos,185.19,9968,0.18
INV-10028,24 inch LED display 1080p IPS,71,nos,9406.91,8528,0.18
INV-10035,ADVISORY RETAINER,85,month,144657.8,9982,0.18
INV-10042,COMPLIANCE RETAINER MONTHLY,71,month,144302.45,9982,0.18
INV-10049,STRETCH FILM 23MIC,49,roll,1219.17,3920,0.18
INV-10056,CU-CBL-4SQMM,161,m,72.52,8544,0.18
